"common_name","code","sci_name","code6","PassNonPass","IOCOrder","BLFamilyLatin","BLFamilyEnglish","BLFamSequID","Taxo","English","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","Diet.5Cat","ForStrat.watbelowsurf","ForStrat.wataroundsurf","ForStrat.ground","ForStrat.understory","ForStrat.midhigh","ForStrat.canopy","ForStrat.aerial","PelagicSpecialist","ForStrat.SpecLevel","Nocturnal","Family","Order","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Diet.FruitSeed","Pollinator","SeedDisperser","Insectivore"
"Abert's Towhee","ABTO","Melozone aberti","MELABE","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Abert's Towhee",80,0,0,0,0,0,0,0,20,0,"Invertebrate",0,0,70,30,0,0,0,0,1,0,"Passerellidae","Passeriformes",6,1,5,0,6,16.6,10.4,5.6,8.3,28.4,89.7,11.5,78.2,12.8,110.5,45.9,"Shrubland",2,1,"Carnivore","Invertivore","Generalist",20,0,0,1
"Acorn Woodpecker","ACWO","Melanerpes formicivorus","MELFOR","Nonpasseriformes","Piciformes","Picidae","Woodpeckers",95,"BL3","Acorn Woodpecker",20,0,0,0,0,0,10,10,60,0,"PlantSeed",0,0,0,0,40,60,0,0,1,0,"Picidae","Piciformes",8,4,3,1,4,26.9,20.6,8.2,7.4,21.8,139.8,40.1,103.6,28,84.5,79.6,"Woodland",2,1,"Herbivore","Granivore","Insessorial",70,0,1,0
"African Collared-Dove","AFCD","Streptopelia roseogrisea","STRROS","Nonpasseriformes","Columbiformes","Columbidae","Doves and pigeons",65,"BL3","African Collared-dove",10,0,0,0,0,0,0,0,70,20,"PlantSeed",0,0,100,0,0,0,0,0,1,0,"Columbidae","Columbiformes",5,2,3,0,4,19.4,10.1,3.7,3.8,21.2,159.2,62.2,96.8,39.2,106,155,"Shrubland",2,1,"Herbivore","Granivore","Terrestrial",70,0,1,0
"American Avocet","AMAV","Recurvirostra americana","RECAME","Nonpasseriformes","Charadriiformes","Recurvirostridae","Stilts and avocets",53,"BL3","American Avocet",80,0,0,0,0,0,0,0,20,0,"Invertebrate",0,50,50,0,0,0,0,0,1,0,"Recurvirostridae","Charadriiformes",5,2,3,0,4,91.2,73.9,6.6,5.2,92,218.2,104.4,113.8,47.8,81.8,304.5,"Wetland",3,2,"Carnivore","Aquatic predator","Terrestrial",20,0,0,0
"American Bittern","AMBI","Botaurus lentiginosus","BOTLEN","Nonpasseriformes","Pelecaniformes","Ardeidae","Herons and egrets",25,"BL3","American Bittern",20,0,20,60,0,0,0,0,0,0,"VertFishScav",0,70,30,0,0,0,0,0,1,0,"Ardeidae","Pelecaniformes",5,2,3,0,4,82.4,58.6,10.7,15.2,89.7,270.8,84.7,180.1,32,88.6,706,"Wetland",1,3,"Carnivore","Aquatic predator","Terrestrial",0,0,0,0
"American Coot","AMCO","Fulica americana","FULAME","Nonpasseriformes","Gruiformes","Rallidae","Rails, crakes and allies",42,"BL3","American Coot",20,0,0,0,0,0,0,0,40,40,"PlantSeed",50,50,0,0,0,0,0,0,1,0,"Rallidae","Gruiformes",11,4,4,3,10,37.3,14.8,5.9,10.7,54.8,183.1,65.8,115.7,36.3,50.6,636.7,"Wetland",3,2,"Herbivore","Herbivore aquatic","Aquatic",40,0,1,0
"American Crow","AMCR","Corvus brachyrhynchos","CORBRA","Passeriformes","Passeriformes","Corvidae","Crows and jays",147,"BL3","American Crow",20,10,10,10,0,20,20,0,10,0,"Omnivore",0,0,80,20,0,0,0,0,1,0,"Corvidae","Passeriformes",26,8,17,1,8,49.9,33.2,13.9,16.6,55,293.5,106.9,186.2,36.5,167.1,448.8,"Human Modified",2,2,"Omnivore","Omnivore","Terrestrial",30,0,1,0
"American Goldfinch","AGOL","Spinus tristis","SPITRI","Passeriformes","Passeriformes","Fringillidae","Finches and Hawaiian honeycreepers",188,"BL3","American Goldfinch",10,0,0,0,0,0,0,10,60,20,"PlantSeed",0,0,33,33,33,0,0,0,1,0,"Fringillidae","Passeriformes",9,4,5,0,8,11.5,8.2,4.3,6.3,13.5,69.8,19.1,50.3,27.6,48.3,12.8,"Forest",1,1,"Herbivore","Granivore","Insessorial",60,0,1,0
"American Kestrel","AMKE","Falco sparverius","FALSPA","Nonpasseriformes","Falconiformes","Falconidae","Falcons and caracaras",35,"BL3","American Kestrel",60,20,20,0,0,0,0,0,0,0,"Invertebrate",0,0,50,40,10,0,0,0,1,0,"Falconidae","Falconiformes",7,1,5,1,4,17.1,11,8.4,10.1,33.7,182.4,77.9,100.1,43.7,126.5,114.6,"Grassland",3,3,"Carnivore","Omnivore","Insessorial",0,0,0,1
"American Pipit","AMPI","Anthus rubescens","ANTRUB","Passeriformes","Passeriformes","Motacillidae","Wagtails and pipits",170,"BL3","American Pipit",80,0,0,0,0,0,10,0,10,0,"Invertebrate",0,0,90,10,0,0,0,0,1,0,"Motacillidae","Passeriformes",5,2,3,0,4,14.5,9.4,3.1,3.1,21.2,85,24.1,60.9,28.4,67.6,20.7,"Grassland",3,3,"Carnivore","Invertivore","Terrestrial",20,0,0,1
"American Robin","AMRO","Turdus migratorius","TURMIG","Passeriformes","Passeriformes","Turdidae","Thrushes",178,"BL3","American Robin",50,0,0,0,0,0,50,0,0,0,"Omnivore",0,0,20,40,40,0,0,0,1,0,"Turdidae","Passeriformes",14,8,6,0,5,23.4,12.5,5.6,6.8,32.7,127,36.9,90.3,29,95.7,78.5,"Forest",3,3,"Omnivore","Invertivore","Generalist",50,0,1,1
"American White Pelican","AWPE","Pelecanus erythrorhynchos","PELERY","Nonpasseriformes","Pelecaniformes","Pelecanidae","Pelicans",30,"BL3","American White Pelican",0,0,0,100,0,0,0,0,0,0,"VertFishScav",100,0,0,0,0,0,0,0,1,0,"Pelecanidae","Pelecaniformes",5,0,2,3,4,319.8,296.8,39.6,38.8,115.9,561,251,308.8,44.9,146.2,5608.5,"Wetland",3,2,"Carnivore","Aquatic predator","Aquatic",0,0,0,0
"American Wigeon","AMWI","Mareca americana","MARAME","Nonpasseriformes","Anseriformes","Anatidae","Ducks, geese and swans",14,"BL3","American Wigeon",0,0,0,0,0,0,0,0,0,100,"PlantSeed",0,50,50,0,0,0,0,0,1,0,"Anatidae","Anseriformes",5,2,3,0,3,44.9,26.9,16,12.3,34.6,253.2,135.4,116.6,53.7,93.8,754.6,"Wetland",3,3,"Herbivore","Omnivore","Terrestrial",0,0,0,0
"Anna's Hummingbird","ANHU","Calypte anna","CALANN","Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds",79,"BL3","Anna's Hummingbird",10,0,0,0,0,0,0,90,0,0,"FruiNect",0,0,0,20,80,0,0,0,1,0,"Trochilidae","Caprimulgiformes",5,2,3,0,3,20.6,15.7,1.6,1.7,4.6,49,32.1,16.9,65.6,30,4.2,"Woodland",2,2,"Herbivore","Nectarivore","Aerial",0,1,0,0
"Ash-throated Flycatcher","ATFL","Myiarchus cinerascens","MYICIN","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",105,"BL3","Ash-throated Flycatcher",70,0,10,0,0,0,20,0,0,0,"Invertebrate",0,0,0,70,30,0,0,0,1,0,"Tyrannidae","Passeriformes",6,3,3,0,4,23,14.3,6.8,6.2,22.4,96,19.8,77,20.4,89.7,28.2,"Shrubland",2,3,"Carnivore","Invertivore","Insessorial",20,0,0,1
"Bald Eagle","BAEA","Haliaeetus leucocephalus","HALLEU","Nonpasseriformes","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles",36,"BL3","Bald Eagle",0,30,20,30,0,20,0,0,0,0,"VertFishScav",0,40,30,0,10,10,10,0,1,0,"Accipitridae","Accipitriformes",4,2,2,0,4,76,48.2,24,34.1,81.7,601.8,248.8,353,41.4,294,4700.6,"Wetland",3,3,"Carnivore","Omnivore","Generalist",0,0,0,0
"Bank Swallow","BANS","Riparia riparia","RIPRIP","Passeriformes","Passeriformes","Hirundinidae","Swallows and martins",156,"BL3","Sand Martin",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,40,60,0,0,0,1,0,"Hirundinidae","Passeriformes",26,8,17,1,4,9.4,5,3.7,2.5,10.5,101.8,54,47.9,53,47.2,12.7,"Riverine",3,3,"Carnivore","Invertivore","Aerial",0,0,0,1
"Barn Swallow","BARS","Hirundo rustica","HIRRUS","Passeriformes","Passeriformes","Hirundinidae","Swallows and martins",156,"BL3","Barn Swallow",80,0,0,0,0,0,10,0,10,0,"Invertebrate",0,0,30,30,40,0,0,0,1,0,"Hirundinidae","Passeriformes",68,23,24,21,10,12.4,6,4.5,2.7,11.7,115.8,62.3,56,52.6,70.4,17.9,"Human Modified",3,3,"Carnivore","Invertivore","Aerial",20,0,0,1
"Bell's Vireo","BEVI","Vireo bellii","VIRBEL","Passeriformes","Passeriformes","Vireonidae","Vireos and allies",141,"BL3","Bell's Vireo",90,0,0,0,0,0,10,0,0,0,"Invertebrate",0,0,0,50,50,0,0,0,NA,NA,"Vireonidae","Passeriformes",13,3,10,0,4,13.5,7,3.7,3.7,19.2,55.7,10.8,44.9,19.4,44.1,8.5,"Shrubland",2,3,"Carnivore","Invertivore","Insessorial",10,0,0,1
"Belted Kingfisher","BEKI","Megaceryle alcyon","MEGALC","Nonpasseriformes","Coraciiformes","Alcedinidae","Kingfishers",85,"BL3","Belted Kingfisher",10,10,10,70,0,0,0,0,0,0,"VertFishScav",40,40,10,10,0,0,0,0,1,0,"Alcedinidae","Coraciiformes",6,3,3,0,4,58.6,44.8,9.5,13.4,12.5,158.8,53.2,105,33.6,94.3,148,"Riverine",3,2,"Carnivore","Aquatic predator","Insessorial",0,0,0,0
"Bendire's Thrasher","BETH","Toxostoma bendirei","TOXBEN","Passeriformes","Passeriformes","Mimidae","Mockingbirds and thrashers",175,"BL3","Bendire's Thrasher",50,0,0,0,0,0,30,0,20,0,"Omnivore",0,0,100,0,0,0,0,0,1,0,"Mimidae","Passeriformes",5,1,4,0,4,27.1,19.4,6,6.6,33.6,98.6,19.2,78.8,19.6,110.4,62.2,"Shrubland",3,1,"Omnivore","Omnivore","Generalist",50,0,1,1
"Bewick's Wren","BEWR","Thryomanes bewickii","THRBEW","Passeriformes","Passeriformes","Troglodytidae","Wrens",162,"BL3","Bewick's Wren",80,0,0,0,0,0,20,0,0,0,"Invertebrate",0,0,50,50,0,0,0,0,1,0,"Troglodytidae","Passeriformes",5,2,3,0,4,15.5,10.1,2.6,3,17.5,54,7.3,46.1,13.8,51.2,9.9,"Shrubland",2,2,"Carnivore","Invertivore","Generalist",20,0,0,1
"Black Phoebe","BLPH","Sayornis nigricans","SAYNIG","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",105,"BL3","Black Phoebe",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,80,20,0,0,0,1,0,"Tyrannidae","Passeriformes",23,10,10,3,4,18.1,9.9,5.9,4,17.4,86.3,19.4,68.9,22,77.2,18.6,"Rock",2,1,"Carnivore","Invertivore","Insessorial",0,0,0,1
"Black Vulture","BLVU","Coragyps atratus","CORATR","Nonpasseriformes","Accipitriformes","Cathartidae","New World vultures",34,"BL3","Black Vulture",0,10,10,10,0,70,0,0,0,0,"VertFishScav",0,0,100,0,0,0,0,0,1,0,"Cathartidae","Cathartiformes",8,0,3,5,4,60,35,14.8,16.1,76.1,410.1,58.4,352.6,14.3,180,1881.7,"Human Modified",3,2,"Omnivore","Scavenger","Terrestrial",0,0,0,0
"Black-and-white Warbler","BAWW","Mniotilta varia","MNIVAR","Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3","Black-and-white Warbler",80,0,0,0,0,0,20,0,0,0,"Invertebrate",0,0,0,20,60,20,0,0,1,0,"Parulidae","Passeriformes",20,12,8,0,4,13.7,9,2.9,3.3,17.3,68.8,17,49.7,25.5,46.6,10.9,"Forest",1,3,"Carnivore","Invertivore","Insessorial",20,0,0,1
"Black-bellied Whistling-Duck","BBWD","Dendrocygna autumnalis","DENAUT","Nonpasseriformes","Anseriformes","Anatidae","Ducks, geese and swans",14,"BL3","Black-bellied Whistling-duck",10,0,0,0,0,0,0,0,0,90,"PlantSeed",0,50,50,0,0,0,0,0,1,0,"Anatidae","Anseriformes",6,2,3,1,4,50.8,34.6,18.3,16.1,52.7,240.8,79.1,163.4,32.7,66,755.3,"Wetland",3,2,"Herbivore","Herbivore terrestrial","Terrestrial",0,0,0,0
"Black-chinned Hummingbird","BCHU","Archilochus alexandri","ARCALE","Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds",79,"BL3","Black-chinned Hummingbird",10,0,0,0,0,0,0,90,0,0,"FruiNect",0,0,0,50,40,0,10,0,1,0,"Trochilidae","Caprimulgiformes",4,2,2,0,4,21.6,17.2,1.4,1.6,3.9,42.4,27.4,15,64.4,24.5,3.4,"Forest",2,3,"Herbivore","Nectarivore","Aerial",0,1,0,0
"Black-chinned Sparrow","BCSP","Spizella atrogularis","SPIATG","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Black-chinned Sparrow",50,0,0,0,0,0,0,0,50,0,"Omnivore",0,0,100,0,0,0,0,0,1,0,"Passerellidae","Passeriformes",5,2,3,0,4,10.5,6,3.9,4.9,17.9,60.6,9.1,50.4,15.2,64.8,11.3,"Shrubland",2,2,"Omnivore","Omnivore","Generalist",50,0,1,1
"Black-crowned Night-Heron","BCNH","Nycticorax nycticorax","NYCNYC","Nonpasseriformes","Pelecaniformes","Ardeidae","Herons and egrets",25,"BL3","Black-crowned Night-heron",30,20,30,20,0,0,0,0,0,0,"VertFishScav",0,50,50,0,0,0,0,0,1,0,"Ardeidae","Pelecaniformes",10,4,4,2,4,80.5,56.7,12.1,18.6,69.2,285.7,92.7,187.8,33.1,95.8,810,"Wetland",3,3,"Carnivore","Aquatic predator","Terrestrial",0,0,0,0
"Black-headed Grosbeak","BHGR","Pheucticus melanocephalus","PHEMEL","Passeriformes","Passeriformes","Cardinalidae","Grosbeaks, saltators and allies",194,"BL3","Black-headed Grosbeak",70,0,0,0,0,0,20,0,10,0,"Invertebrate",0,0,10,0,40,50,0,0,1,0,"Cardinalidae","Passeriformes",17,8,9,0,10,19.1,13,9.1,12.1,22.9,100.5,24.3,76,24.2,72.8,47.1,"Forest",2,3,"Carnivore","Invertivore","Insessorial",30,0,1,1
"Black-necked Stilt","BNST","Himantopus mexicanus","HIMMEX","Nonpasseriformes","Charadriiformes","Recurvirostridae","Stilts and avocets",53,"BL3","Black-necked Stilt",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,100,0,0,0,0,0,0,1,0,"Recurvirostridae","Charadriiformes",11,5,6,0,8,66.6,50.1,4.5,4.7,106.7,223.7,117.5,109.1,51.9,73.6,176.8,"Wetland",3,2,"Carnivore","Aquatic predator","Terrestrial",0,0,0,0
"Black-tailed Gnatcatcher","BTGN","Polioptila melanura","POLMEL","Passeriformes","Passeriformes","Polioptilidae","Gnatcatchers",172,"BL3","Black-tailed Gnatcatcher",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,50,50,0,0,0,1,0,"Polioptilidae","Passeriformes",4,2,2,0,4,10.7,6.5,2.5,2.5,16.1,47.8,5.7,42.1,11.9,54.8,5.2,"Shrubland",3,1,"Carnivore","Invertivore","Insessorial",0,0,0,1
"Black-throated Gray Warbler","BTYW","Setophaga nigrescens","SETNIG","Passeriformes","Passeriformes","Parulidae","New World warblers",171,"BL3","Black-throated Grey Warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,100,0,0,0,0,1,0,"Parulidae","Passeriformes",10,5,5,0,4,12.1,6.9,3.4,3.7,18.2,63.2,14.8,48.5,23.4,49,8.7,"Forest",1,3,"Carnivore","Invertivore","Insessorial",0,0,0,1
"Black-throated Sparrow","BTSP","Amphispiza bilineata","AMPBIL","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Black-throated Sparrow",50,0,0,0,0,0,0,0,50,0,"Omnivore",0,0,100,0,0,0,0,0,1,0,"Passerellidae","Passeriformes",6,2,4,0,6,11.7,8.2,4.6,5.9,18.1,63.5,11.3,52.2,17.7,64.8,13.5,"Shrubland",2,2,"Omnivore","Omnivore","Generalist",50,0,1,1
"Blue Grosbeak","BLGR","Passerina caerulea","PASCAE","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Blue Grosbeak",40,0,0,0,0,0,20,0,30,10,"Omnivore",0,0,100,0,0,0,0,0,1,0,"Cardinalidae","Passeriformes",22,7,14,1,7,17,12.3,7.4,10.9,20.3,86.1,19.9,67.2,22.9,64.4,27.4,"Forest",2,3,"Carnivore","Invertivore","Generalist",50,0,1,1
"Blue Jay","BLJA","Cyanocitta cristata","CYACRI","Passeriformes","Passeriformes","Corvidae","Crows and jays",147,"BL3","Blue Jay",20,10,10,0,0,0,20,0,40,0,"Omnivore",0,0,40,20,20,20,0,0,1,0,"Corvidae","Passeriformes",11,2,9,0,4,29.9,18.6,10.1,8.9,34.7,130,22.9,108.3,17.4,121.4,88,"Woodland",2,1,"Omnivore","Omnivore","Terrestrial",60,0,1,0
"Blue-gray Gnatcatcher","BGGN","Polioptila caerulea","POLCAE","Passeriformes","Passeriformes","Polioptilidae","Gnatcatchers",172,"BL3","Blue-grey Gnatcatcher",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,50,50,0,0,0,1,0,"Polioptilidae","Passeriformes",8,3,3,2,7,11.3,7.4,2.8,2.3,15.9,50.8,9.6,40.8,19.1,49.1,5.8,"Woodland",2,3,"Carnivore","Invertivore","Insessorial",0,0,0,1
"Blue-winged Teal","BWTE","Spatula discors","SPADIS","Nonpasseriformes","Anseriformes","Anatidae","Ducks, geese and swans",14,"BL3","Blue-winged Teal",10,0,0,0,0,0,0,0,30,60,"PlantSeed",0,100,0,0,0,0,0,0,1,0,"Anatidae","Anseriformes",6,2,4,0,4,47.3,31.8,15.6,12.6,29.1,178.3,98.7,84.6,53.8,66.7,359.4,"Wetland",3,3,"Omnivore","Herbivore aquatic","Aquatic",30,0,1,0
"Brewer's Blackbird","BRBL","Euphagus cyanocephalus","EUPCYC","Passeriformes","Passeriformes","Icteridae","New World blackbirds",190,"BL3","Brewer's Blackbird",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,100,0,0,0,0,0,1,0,"Icteridae","Passeriformes",5,2,3,0,4,22.6,14.4,5.8,7.5,31,126.4,39.1,86.2,31.2,100.6,62.5,"Human Modified",3,2,"Carnivore","Omnivore","Terrestrial",0,0,0,1
"Brewer's Sparrow","BRSP","Spizella breweri","SPIBRE","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Brewer's Sparrow",50,0,0,0,0,0,0,0,50,0,"Omnivore",0,0,100,0,0,0,0,0,1,0,"Passerellidae","Passeriformes",6,2,4,0,5,12.3,6.7,3.6,4.4,16.8,62.8,12.9,50.1,20.5,57.3,10.9,"Shrubland",2,3,"Omnivore","Omnivore","Generalist",50,0,1,1
"Bridled Titmouse","BRTI","Baeolophus wollweberi","BAEWOL","Passeriformes","Passeriformes","Paridae","Tits and chickadees",154,"BL3","Bridled Titmouse",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,0,20,80,0,0,0,1,0,"Paridae","Passeriformes",4,2,2,0,4,9.2,6.9,3.9,4.3,16.3,64,10.6,53.5,16.5,58.5,10.4,"Forest",2,1,"Carnivore","Invertivore","Insessorial",0,0,0,1
"Broad-tailed Hummingbird","BTHU","Selasphorus platycercus","SELPLA","Nonpasseriformes","Apodiformes","Trochilidae","Hummingbirds",79,"BL3","Broad-tailed Hummingbird",10,0,0,0,0,0,0,90,0,0,"FruiNect",0,0,0,80,20,0,0,0,1,0,"Trochilidae","Caprimulgiformes",5,2,3,0,4,21.1,17,2.1,1.6,4.6,49,31.4,16.8,65.2,32.4,3.5,"Forest",2,1,"Herbivore","Nectarivore","Aerial",0,1,0,0
"Bronzed Cowbird","BROC","Molothrus aeneus","MOLAEN","Passeriformes","Passeriformes","Icteridae","New World blackbirds",190,"BL3","Bronzed Cowbird",70,0,0,0,0,0,0,0,30,0,"Invertebrate",0,0,80,10,10,0,0,0,1,0,"Icteridae","Passeriformes",13,6,7,0,7,20.6,13.9,5.7,9.1,27.6,104.8,25.4,76.4,24.9,74.8,62.6,"Forest",2,1,"Omnivore","Granivore","Terrestrial",30,0,1,1
"Brown Creeper","BRCR","Certhia americana","CERAME","Passeriformes","Passeriformes","Certhiidae","Treecreepers",174,"BL3","American Treecreeper",70,0,0,0,0,0,0,0,20,10,"Invertebrate",0,0,10,30,30,30,0,0,NA,NA,"Certhiidae","Passeriformes",6,3,3,0,4,16.2,9.6,2,2.8,14.2,63.6,15.3,48.2,24.1,63.3,8.1,"Forest",1,1,"Carnivore","Invertivore","Insessorial",20,0,0,1
"Brown Pelican","BRPE","Pelecanus occidentalis","PELOCC","Nonpasseriformes","Pelecaniformes","Pelecanidae","Pelicans",30,"BL3","Brown Pelican",10,0,0,80,0,10,0,0,0,0,"VertFishScav",100,0,0,0,0,0,0,0,1,0,"Pelecanidae","Pelecaniformes",5,2,0,3,4,319.5,285,38.8,43.4,71.7,494.6,241,259.5,48.1,128.2,3427.8,"Marine",3,1,"Carnivore","Aquatic predator","Aerial",0,0,0,0
"Brown Thrasher","BRTH","Toxostoma rufum","TOXRUF","Passeriformes","Passeriformes","Mimidae","Mockingbirds and thrashers",175,"BL3","Brown Thrasher",50,0,0,0,0,0,30,0,20,0,"Omnivore",0,0,80,20,0,0,0,0,1,0,"Mimidae","Passeriformes",5,2,3,0,4,30.1,19.3,5.4,6.3,34.2,102.5,14,86.7,13.9,121.8,68.8,"Shrubland",1,2,"Omnivore","Omnivore","Generalist",50,0,1,1
"Brown-crested Flycatcher","BCFL","Myiarchus tyrannulus","MYITYR","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",105,"BL3","Brown-crested Flycatcher",70,0,10,0,0,0,20,0,0,0,"Invertebrate",0,0,20,80,0,0,0,0,1,0,"Tyrannidae","Passeriformes",23,13,9,1,11,23.2,15.1,8.2,6.5,21.9,92,15.4,76.8,16.6,85.7,35.5,"Woodland",2,2,"Carnivore","Invertivore","Insessorial",20,0,0,1
"Brown-headed Cowbird","BHCO","Molothrus ater","MOLATE","Passeriformes","Passeriformes","Icteridae","New World blackbirds",190,"BL3","Brown-headed Cowbird",40,0,0,0,0,0,0,0,60,0,"PlantSeed",0,0,80,10,10,0,0,0,1,0,"Icteridae","Passeriformes",5,2,3,0,4,17.6,11.1,5.8,8.9,24.7,105,33.9,68.8,33,69.8,40.3,"Forest",2,3,"Carnivore","Invertivore","Terrestrial",60,0,1,1
"Bufflehead","BUFF","Bucephala albeola","BUCALB","Nonpasseriformes","Anseriformes","Anatidae","Ducks, geese and swans",14,"BL3","Bufflehead",70,0,0,20,0,0,0,0,10,0,"Invertebrate",100,0,0,0,0,0,0,0,1,0,"Anatidae","Anseriformes",8,4,4,0,4,28.8,18.9,12.9,9.9,30.1,160.8,75,83.5,47.4,65.4,397.5,"Wetland",3,3,"Carnivore","Aquatic predator","Aquatic",10,0,0,0
"Bullock's Oriole","BUOR","Icterus bullockii","ICTBUL","Passeriformes","Passeriformes","Icteridae","New World blackbirds",190,"BL3","Bullock's Oriole",60,10,0,0,0,0,0,30,0,0,"Invertebrate",0,0,30,20,20,30,0,0,1,0,"Icteridae","Passeriformes",14,7,7,0,13,20.4,13,4.8,6,23.9,97,25.3,71.2,26.3,77.5,37.9,"Forest",2,3,"Carnivore","Invertivore","Insessorial",0,0,0,1
"Burrowing Owl","BUOW","Athene cunicularia","ATHCUN","Nonpasseriformes","Strigiformes","Strigidae","Owls",71,"BL3","Burrowing Owl",20,70,10,0,0,0,0,0,0,0,"VertFishScav",0,0,80,10,10,0,0,0,1,1,"Strigidae","Strigiformes",5,2,3,0,4,24.1,15.5,7.9,13.7,43.4,180,51,128.9,28.3,80.2,150.6,"Grassland",3,1,"Carnivore","Vertivore","Generalist",0,0,0,0
"Bushtit","BUSH","Psaltriparus minimus","PSAMIN","Passeriformes","Passeriformes","Aegithalidae","Long-tailed Tits",157,"BL3","Bushtit",70,0,0,0,0,0,10,0,10,10,"Invertebrate",0,0,0,50,50,0,0,0,NA,NA,"Aegithalidae","Passeriformes",4,2,2,0,4,7.8,4.6,2.4,3.4,15.7,45.2,8.8,36.5,19.4,52.2,5.3,"Woodland",2,1,"Carnivore","Invertivore","Insessorial",20,0,0,1
"Cactus Wren","CACW","Campylorhynchus brunneicapillus","CAMBRU","Passeriformes","Passeriformes","Troglodytidae","Wrens",162,"BL3","Cactus Wren",70,0,20,0,0,0,0,0,10,0,"Invertebrate",0,0,50,50,0,0,0,0,1,0,"Troglodytidae","Passeriformes",5,2,3,0,4,26.1,16.4,4,5.7,26.2,83.2,11.3,70.7,13.7,86.4,38.9,"Shrubland",3,1,"Carnivore","Invertivore","Insessorial",10,0,0,1
"Canada Goose","CANG","Branta canadensis","BRACAN","Nonpasseriformes","Anseriformes","Anatidae","Ducks, geese and swans",14,"BL3","Canada Goose",0,0,0,0,0,0,10,0,0,90,"PlantSeed",0,40,60,0,0,0,0,0,1,0,"Anatidae","Anseriformes",10,5,3,2,8,50,28.2,19.9,15.3,73.3,422.9,206.5,210.9,49.4,121.6,2811.7,"Grassland",3,3,"Herbivore","Herbivore terrestrial","Terrestrial",10,0,0,0
"Canvasback","CANV","Aythya valisineria","AYTVAL","Nonpasseriformes","Anseriformes","Anatidae","Ducks, geese and swans",14,"BL3","Canvasback",10,0,0,10,0,0,0,0,20,60,"PlantSeed",60,40,0,0,0,0,0,0,1,0,"Anatidae","Anseriformes",4,2,2,0,4,58.5,37,18.8,13.4,37.9,223.5,93.4,130.1,42,52.8,1202,"Wetland",3,3,"Herbivore","Herbivore aquatic","Aquatic",20,0,0,0
"Canyon Towhee","CANT","Melozone fusca","MEZFUS","Passeriformes","Passeriformes","Emberizidae","Buntings, American sparrows and allies",192,"BL3","Canyon Towhee",20,0,0,0,0,0,0,0,80,0,"PlantSeed",0,0,50,30,20,0,0,0,1,0,"Passerellidae","Passeriformes",5,1,3,1,4,16.5,10.1,5.5,7.8,24,93.4,11.8,79.2,13.1,97,44.4,"Shrubland",2,1,"Herbivore","Granivore","Generalist",80,0,1,0
"Canyon Wren","CANW","Catherpes mexicanus","CAPMEX","Passeriformes","Passeriformes","Troglodytidae","Wrens",162,"BL3","Canyon Wren",100,0,0,0,0,0,0,0,0,0,"Invertebrate",0,0,100,0,0,0,0,0,1,0,"Troglodytidae","Passeriformes",5,2,3,0,4,23.9,15.7,3.2,3.4,18.6,64.3,8.3,55.3,13.2,56,12,"Rock",3,1,"Carnivore","Invertivore","Insessorial",0,0,0,1
"Cassin's Kingbird","CAKI","Tyrannus vociferans","TYRVOC","Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",105,"BL3","Cassin's Kingbird",80,10,0,0,0,0,10,0,0,0,"Invertebrate",0,0,0,20,80,0,0,0,1,0,"Tyrannidae","Passeriformes",11,3,8,0,4,23.8,14.9,8.5,7,19.5,128.9,41.3,89.6,31.9,96.9,45.6,"Forest",2,3,"Carnivore","Invertivore","Insessorial",10,0,0,1
